"機関コード","機関種別","機関名","郵便番号","電話番号","機関所在地","ホームページ","経営主体"
"2614100895","特定健診・指導","佐々木内科医院","607-8494","075-591-7178","京都府京都市山科区日ノ岡堤谷町１－１","http://www.kyoto.med.or.jp/","診療所　個人"
"2614100986","特定健診・指導","加藤山科病院","607-8141","075-581-8125","京都府京都市山科区東野北井ノ上町２－２","http://www.kyoto.med.or.jp/","病院　個人"
"2614101075","特定健診・指導","医療法人社団洛和会洛和会音羽病院","607-8062","075-593-7774","京都府京都市山科区音羽珍事町２","http://kenshin-db.niph.go.jp/kenshin/","病院　医療法人"
"2614101190","特定健診・指導","沖林医院","607-8358","075-501-0773","京都府京都市山科区西野楳本町１１０－３","http://www.kyoto.med.or.jp/","診療所　個人"
"2614101406","特定健診・指導","医療法人社団貴正会村上内科医院","607-8041","075-501-2551","京都府京都市山科区四ノ宮垣ノ内町１","https://murakaminaika.com","診療所　医療法人"
"2614101448","特定健診・指導","水本内科医院","607-8071","075-501-4105","京都府京都市山科区音羽千本町１７－３","http://www.kyoto.med.or.jp/","診療所　個人"
"2614101489","特定健診・指導","医療法人社団片岡医院","607-8412","075-581-0024","京都府京都市山科区御陵四丁野町６５－２","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101539","特定健診・指導","医療法人中川医院","607-8080","075-581-0217","京都府京都市山科区竹鼻竹ノ街道町３５","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101547","特定健診・指導","医療法人社団早川医院","607-8424","075-581-0062","京都府京都市山科区御陵原西町４","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101570","特定健診・指導","医療法人大塚医院","607-8132","075-581-0862","京都府京都市山科区大塚森町１５","http://www.ohtsuka-iin.jp","診療所　医療法人"
"2614101604","特定健診・指導","神崎内科医院","607-8085","075-502-1203","京都府京都市山科区竹鼻堂ノ前町２４－６　大栄外環ビル３Ｆ","http://www.citydo.com/prf/kyoto/guide/sg/315000043.htm/","診療所　個人"
"2614101653","特定健診・指導","医療法人中井医院","607-8022","075-581-2008","京都府京都市山科区四ノ宮小金塚８－５１１","","診療所　医療法人"
"2614101661","特定健診・指導","医療法人赤城医院","607-8481","075-581-5436","京都府京都市山科区北花山中道町３５－３１","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101679","特定健診・指導","医療法人藤本内科診療所","607-8432","075-581-8723","京都府京都市山科区御陵鴨戸町６２－３","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101711","特定健診・指導","守屋医院","607-8341","075-501-6345","京都府京都市山科区西野今屋敷町４６－２","http://www.kyoto.med.or.jp/","診療所　個人"
"2614101786","特定健診・指導","医療法人山羽医院","607-8061","075-581-0274","京都府京都市山科区音羽草田町１８","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101802","特定健診・指導","医療法人杉本医院","607-8074","075-595-0070","京都府京都市山科区音羽乙出町２－１１","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101851","特定健診・指導","医療法人藤原医院","607-8153","075-595-3902","京都府京都市山科区東野百拍子町２７－１","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614101869","特定健診・指導","鈴木医院","607-8453","075-581-0222","京都府京都市山科区厨子奥尾上町１４－１５４","http://www.kyoto.med.or.jp/","診療所　個人"
"2614101885","特定健診・指導","医療法人瀬戸内科医院","607-8451","075-501-0995","京都府京都市山科区厨子奥若林町６０－１　松本ビル１－Ａ","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614102024","特定健診・指導","医療法人希祥会八木沢医院","607-8131","075-581-8778","京都府京都市山科区大塚南溝町３０－４","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614102065","特定健診・指導","浅田内科消化器科医院","607-8162","075-583-0601","京都府京都市山科区椥辻草海道町３８の３５椥辻ＨＳビル３Ｆ","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102073","特定健診・指導","くれ整形外科","607-8475","075-582-3755","京都府京都市山科区北花山横田町１６－７","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102164","特定健診・指導","橋本内科医院","607-8165","075-581-0015","京都府京都市山科区椥辻平田町２４－６","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102214","特定健診・指導","こうクリニック","607-8425","075-501-0233","京都府京都市山科区御陵上御廟野町７－７　台成ビル","http://www16.ocn.ne.jp/~koclinic","診療所　個人"
"2614102230","特定健診・指導","社団法人信和会大宅診療所","607-8186","075-581-5207","京都府京都市山科区大宅早稲ノ内町２","","診療所　その他の法人"
"2614102255","特定健診・指導","紀田クリニック","607-8077","075-501-5337","京都府京都市山科区音羽沢町３５","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102297","特定健診・指導","医療法人医幸会辻際医院","607-8178","075-581-4181","京都府京都市山科区大宅五反畑町３－３","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614102313","特定健診・指導","安田医院","607-8080","075-583-2288","京都府京都市山科区竹鼻竹ノ街道町６２－７","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102321","特定健診・指導","牧野クリニック","607-8153","075-583-2858","京都府京都市山科区東野百拍子町２１－２　大翔第二ビル１階","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102339","特定健診・指導","えびすい医院","607-8085","075-593-9880","京都府京都市山科区竹鼻堂の前町８－１１　ヴィオス山科１Ｆ","https://www.kyoto.med.or.jp/","診療所　個人"
"2614102354","特定健診・指導","堺医院","607-8034","075-581-0867","京都府京都市山科区四ノ宮泓３－４","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102370","特定健診・指導","医療法人健生会小泉肛門科外科医院","607-8451","075-595-2115","京都府京都市山科区厨子奥若林町３５－１","http://www2.ocn.ne.jp","診療所　医療法人"
"2614102404","特定健診・指導","澤内科医院","607-8344","075-582-0297","京都府京都市山科区西野大手先町８－５","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102420","特定健診・指導","医療法人社団恵仁会なぎ辻病院","607-8163","075-591-1131","京都府京都市山科区椥辻東潰５番１","http://www.kyoto.med.or.jp/","病院　医療法人"
"2614102487","特定健診・指導","ふくみつ内科","607-8080","075-582-1184","京都府京都市山科区竹鼻竹ノ街道町２３　レーベン早川１　５Ｆ","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102495","特定健診・指導","樋口医院","607-8308","075-592-1580","京都府京都市山科区西野山桜ノ馬場町１３","http://higuchiiin.webmedipr.jp","診療所　個人"
"2614102537","特定健診・指導","津田医院","607-8181","075-592-2071","京都府京都市山科区大宅打明町１４－１","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102560","特定健診・指導","医療法人社団康和会高須町塚診療所","607-8080","075-595-5510","京都府京都市山科区竹鼻竹ノ街道町２９番地の２","http://www.myclinic.ne.jp/tm_clinic/pc/","診療所　医療法人"
"2614102586","特定健診・指導","安井クリニック","607-8076","075-595-5810","京都府京都市山科区音羽役出町１－２８古原ビル１Ｆ","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102669","特定健診・指導","医療法人社団吉廣会またクリニック","607-8494","075-644-9844","京都府京都市山科区日ノ岡堤谷町６１番地１６","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614102685","特定健診・指導","えのきぼり医院","607-8075","075-585-8655","京都府京都市山科区音羽野田町１５－３　大栄ファーストビル２Ｆ","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102693","特定健診・指導","医療法人　京楓会　まつだ小児科","607-8188","075-501-0199","京都府京都市山科区大宅関生町６７番地","https://matsuda-kids-clinic.jp","診療所　医療法人"
"2614102719","特定健診・指導","医療法人幸葉会　今井内科診療所","607-8042","075-502-1159","京都府京都市山科区四ノ宮南河原町３番地","http://www.imai-medical.com/","診療所　医療法人"
"2614102727","特定健診・指導","こおり内科医院","607-8414","075-581-5426","京都府京都市山科区御陵中内町３８－１９","http://www.kohli-mel.com","診療所　個人"
"2614102776","特定健診・指導","若林診療所","607-8242","075-581-0822","京都府京都市山科区勧修寺柴山１５番地２","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102834","特定健診・指導","医療法人社団　辻医院","607-8142","075-582-8880","京都府京都市山科区東野中井ノ上町１８－２","http://web.kyoto-inet.or.jp/people/htsuji/","診療所　医療法人"
"2614102883","特定健診・指導","むらかみ内科クリニック","607-8405","075-584-3130","京都府京都市山科区御陵田山町３１","http://www.kyoto.med..or.jp/","診療所　個人"
"2614102891","特定健診・指導","まなべ内科クリニック","607-8203","075-606-1577","京都府京都市山科区栗栖野打越町３３","http://www.kyoto.med.or.jp/","診療所　個人"
"2614102966","特定健診・指導","医療法人　やだ消化器内視鏡クリニック","607-8080","075-582-0080","京都府京都市山科区竹鼻竹ノ街道町３３番地１","http://www.kyoto.med.or.jp/","診療所　医療法人"
"2614102990","特定健診・指導","まつむらクリニック","607-8481","075-582-5188","京都府京都市山科区北花山中道町６９－１０","http://www.kyoto.med.or.jp/","診療所　個人"
"2614103006","特定健診・指導","医療法人　稜陽会　住田内科クリニック","607-8080","075-584-0111","京都府京都市山科区竹鼻竹ノ街道町７４ー１","http://sumida-clinic.com","診療所　医療法人"
"2614103014","特定健診・指導","大西内科クリニック","607-8089","075-501-7580","京都府京都市山科区竹鼻西ノ口町２１－５","http://www.kyoto.med.or.jp/","診療所　個人"
